Part Guid	Part Name	Assembly	Full Assembly Name	Drawing	Drawing Path	Stock Name	Material	Manufacturer	Finishes	Insulations	TCG	LCG	VCG	Length	Length with Green	Nest	Nest Drawing	Nominal Size	Weight	Article Number	Spool Name	Description	Area	Branch	Stock Type	System	SpoolGUID	PRIMARY AssemblyGUID
000527d4-32b9-4001-a074-9b63a6834198	SSI-0101-P18-P02	P18	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES11/0101-ES09/0101-ES08/0101-ES06/0101-ES03/0101-ES02/P18	U01_FR70	Units\\U01\\Structure\\Frame\\U01_FR70.dwg	PL10	Steel Gr. A	ACME		N/A	-922	42034	455	N/A	N/A	U01_PL10-NT001	U01_PL10	N/A	1.927	N/A	N/A	Floor Fr.70 (S)	24543	N/A	N/A	N/A	NULL	ec5ef9b7-d428-4038-b20d-c30f39bafc46
000854c8-2535-494a-9f66-e8ad9ffb087e	TRANS 310x180-400x155-004	Unspooled HVAC	PROJECT/U02/Unspooled HVAC	610_U02_Air condition and ventilation_TD	Units\\U02\\HVAC\\610_U02_Air condition and ventilation_TD.dwg	TRANS 310x180-400x155	Steel galv	MISC			2322	36900	6486	204	204	N/A	N/A	N/A	2.162	N/A	N/A	N/A	N/A	S5.1	N/A	612	NULL	b2e8329a-f427-4a7c-9005-b5204b958710
0009af34-4ccb-4db6-ba5a-b2f4eba6eca9	COUPLING-MISC-D57-018	Unassigned Equipment	PROJECT/U02/Unassigned Equipment	672_U02_Black and grey water TTD	Units\\U02\\Piping\\672_U02_Black and grey water TTD.dwg	COUPLING-MISC-D57	N/A	MISC			-323	35505	4293	N/A	N/A	N/A	N/A	N/A	0.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7750d9dd-79a0-4346-9a01-e543081373d8
000d048d-555f-4945-8bb8-8ae067aae6e9	TRAY-C-U02-0211	Unassigned Cable Supports	PROJECT/U02/Unassigned Cable Supports	U02_Wireway_2540-4100	Units\\U02\\Electrical\\Wireway\\U02_Wireway_2540-4100.dwg	7P-24-30VI12	N/A	N/A	N/A	N/A	4000	30254	3664	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	Tray	N/A	NULL	5be1cd84-029b-4dee-b22f-eefed6b56ea4
001a4d78-29e0-408e-af69-0f2319b37d00	P-11604	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	672_U01_Black and grey water TD	Units\\U01\\Piping\\672_U01_Black and grey water TD.dwg	ELBOW-90-88,9x2,0-1.4571	Stainless Steel 1.4571	MISC			-3298	40419	6544	179	N/A	N/A	N/A	80 mm	0.783	N/A	N/A	N/A	N/A	672-GW11	N/A	672	NULL	dac3d286-ab37-4023-9a85-5cb778534578
001cae04-5aa5-448b-870d-1843240ae04f	P-12805	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	PIPE-28,0x1,5-WICU	Copper Cu	MISC			-1640	29293	6550	1456	1456	N/A	N/A	25 mm	1.616	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
0021153b-eee8-4e71-a67a-6ff44dc028b4	P-380	Unassigned Pipe	PROJECT/U02/Unassigned Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	BFY-EVBS-MISC-526282-DN100-WAFER	Cast iron GG 25	MISC			-5550	32357	2200	N/A	N/A	N/A	N/A	100 mm	6.1	N/A	N/A	N/A	N/A	641-BL01	N/A	641	NULL	e6191842-d6c2-4843-924a-0d2d26e7b927
0022429d-c9e3-4a87-b8eb-7146a410f0bf	SSI-0105-P01-P01	P01	PROJECT/U01/0105/0105-ES06/0105-ES05/P01	U01_SHELL	Units\\U01\\Structure\\Curved\\U01_SHELL.dwg	PL14	Steel Gr. A	ACME		N/A	-6113	44558	6247	N/A	N/A	U01_PL14-NT001	U01_PL14	N/A	1488.306	N/A	N/A	Shell	13542364	N/A	N/A	N/A	NULL	90f5d28d-f309-4d68-b08c-00c554e8fbc6
0025fdcf-eebb-46b6-8151-a1a58babcd61	SSI-0101-P02-P03	P02	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES11/0101-ES09/0101-ES08/0101-ES06/0101-ES03/P02	U01_TT 1400	Units\\U01\\Structure\\Deck\\U01_TT 1400.dwg	PL07	Steel Gr. A	ACME		N/A	-1568	41570	1404	N/A	N/A	U01_PL07-NT018	U01_PL07	N/A	582.453	N/A	N/A	Tank Top 1400 ABL	10599697	N/A	N/A	N/A	NULL	c7910fae-cfe0-441d-98d2-14fc92d75dc5
002c40ab-8bb6-4baf-bfb0-7a5873c688df	P-7552	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	PIPE-28,0x1,5-WICU	Copper Cu	MISC			-5522	34976	6251	2258	2258	N/A	N/A	25 mm	2.506	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
003af1f6-ccfc-420f-bdfc-ea38dbf9bb86	P-12624	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	615_U01_Chilled water	Units\\U01\\Piping\\615_U01_Chilled water.dwg	SCK-2415-18-VIEGA	Copper Cu	VIEGA		20mm	-6371	41882	6329	54	N/A	N/A	N/A	15 mm	0.03	N/A	N/A	N/A	N/A	CS01	N/A	615	NULL	dac3d286-ab37-4023-9a85-5cb778534578
005e6f19-07b5-4e99-9801-ff47473a97a2	SSI-0207-P02-S02	P02	PROJECT/U02/0207/0207-ES07/0207-ES06/0207-ES05/P02	U02_FR59	Units\\U02\\Structure\\Frame\\U02_FR59.dwg	HP140x8	Steel Gr. A	ACME		N/A	-1494	35482	5404	2553	2553	HP140x8-018	N/A	N/A	27.708	N/A	N/A	Bhd Fr.59	N/A	N/A	Bulb Flat	N/A	NULL	97647543-10d6-45c6-8b60-f1feab1e82bc
00607a84-c622-4a40-9c6c-982c4648533f	DIFFUSER DD 6	Unassigned Equipment	PROJECT/U02/Unassigned Equipment	610_U02_Air condition and ventilation_TD	Units\\U02\\HVAC\\610_U02_Air condition and ventilation_TD.dwg	DIFFUSER DD 6	N/A	DEFAULT			766	33300	6355	N/A	N/A	N/A	N/A	N/A	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7750d9dd-79a0-4346-9a01-e543081373d8
0073accb-994f-406e-aaec-47025c50d588	P-1900	SPOOLS	PROJECT/U02/SPools	522_U02_Fuel oil filling transfer & overflow system	Units\\U02\\Piping\\522_U02_Fuel oil filling transfer & overflow system.dwg	PIPE-W-42,4x2,6-St 37.0	Steel St 37.0	MISC			-380	28110	2242	150	150	N/A	N/A	32 mm	0.383	N/A	522-FO10-008	N/A	N/A	522-FO10	N/A	522	8fcb4c9b-d1e6-42e5-964b-5da077e04956	2433574f-8db7-42e8-9a6a-1fa541a15d2f
0078eb9b-3b35-445c-99bb-027d406e90eb	SSI-0201-G61-P10	G61	PROJECT/U02/0201/0201-ES05/G61	U02_FR52	Units\\U02\\Structure\\Frame\\U02_FR52.dwg	PL10	Steel Gr. A	ACME		N/A	-669	31195	591	N/A	N/A	N/A	N/A	N/A	1.868	N/A	N/A	Bottom Girder CL Fr.48,52,56	23800	N/A	N/A	N/A	NULL	509fa958-d0e7-46af-9124-4090a46c85e1
007dbabe-1141-42f0-a588-5370089c4299	K1-122-7	P53	PROJECT/U02/0201/0201-ES05/0201-ES03/P53	U02_FR57	Units\\U02\\Structure\\Frame\\U02_FR57.dwg	PL07	Steel Gr. A	ACME		N/A	931	34196	1599	N/A	N/A	U02_PL07-NT001	U02_PL07	N/A	2.009	N/A	N/A	Bottom Girder 750 Port	36555	N/A	N/A	N/A	NULL	23407209-fb9e-4a6e-b188-f23c8b3609ac
00825d2d-d647-4050-b47c-222cb1b7e156	P-3028	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	542_U02_Fresh cooling water Main Engines	Units\\U02\\Piping\\542_U02_Fresh cooling water Main Engines.dwg	PIPE-48,3x2,6-St 37.0	Steel St 37.0	MISC			-5345	29214	4792	986	986	N/A	N/A	40 mm	2.888	N/A	N/A	N/A	N/A	542-01-FC06	N/A	542-01	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
00838301-4435-4653-9f7f-c72618424db6	P-7241	SPOOLS	PROJECT/U02/SPools	522_U02_Fuel oil filling transfer & overflow system	Units\\U02\\Piping\\522_U02_Fuel oil filling transfer & overflow system.dwg	TEE-60,3x2,9-60,3x2,9-St 37.0	Steel St 37.0	MISC			360	28690	2469	N/A	N/A	N/A	N/A	50 mm	0.9	N/A	522-FO10-007	N/A	N/A	522-FO10	N/A	522	5785f4e4-91d6-4c3f-ae9e-5da07670fc85	2433574f-8db7-42e8-9a6a-1fa541a15d2f
00863a8f-376e-4c9a-b7e6-67024ca8567b	K1-141-9	P22	PROJECT/U01/0106/0106-ES10/0106-ES09/0106-ES08/0106-ES07/0106-ES06/P22	U01_FR79	Units\\U01\\Structure\\Frame\\U01_FR79.dwg	PL09	Steel Gr. A	ACME		N/A	-1625	47396	3896	N/A	N/A	U01_PL09-NT001	U01_PL09	N/A	2.784	N/A	N/A	Cant Bhd (S)	39405	N/A	N/A	N/A	NULL	477e95d0-0e62-4540-843b-16c20da98a77
008710dc-1c11-4ab2-a55b-2154a34561fd	P-1523	Unassigned Pipe	PROJECT/U02/Unassigned Pipe	522_U02_Fuel oil filling transfer & overflow system	Units\\U02\\Piping\\522_U02_Fuel oil filling transfer & overflow system.dwg	SDNR-MISC-XXXXXX-DN50-FL	Cast iron GG 25	MISC			112	28371	2403	N/A	N/A	N/A	N/A	50 mm	12.2	N/A	N/A	N/A	N/A	522-FO10	N/A	522	NULL	e6191842-d6c2-4843-924a-0d2d26e7b927
008afbb4-4684-41bd-9a46-51c1e953bb89	P-788	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	BLKHD FLANGE-1SIDE-25x33,7-GRAD.A	Steel Gr. A	MISC			875	34325	1814	25	N/A	N/A	N/A	25 mm	1.84	N/A	N/A	N/A	N/A	641-BL05	N/A	641	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
00908c4d-c586-4a56-a64b-075d5dfc604c	P-12434	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	TEE-2418-35x35x35-VIEGA	Copper Cu	VIEGA			-6211	34390	4985	N/A	N/A	N/A	N/A	32 mm	0.21	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
0090f8d3-c3c1-44ed-82ab-bfbf41ee73d8	P-1701	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	122_U01_Vent filling and sounding pipes	Units\\U01\\Piping\\122_U01_Vent filling and sounding pipes.dwg	ELBOW-90-3-114,3x4,5-St 37.0	Steel St 37.0	MISC			4973	45300	4439	88	N/A	N/A	N/A	100 mm	1.067	N/A	N/A	N/A	N/A	122-V02	N/A	122	NULL	dac3d286-ab37-4023-9a85-5cb778534578
00947caa-69a6-44dc-8ea0-1e22666382b1	P-13132	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	TEE-2218XL-88,9x54x88,9-VIEGA	Bronze Rg	VIEGA			-5981	35125	4702	N/A	N/A	N/A	N/A	80 mm - 50 mm	1.54	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
0097a87a-efc0-4bb4-9687-acba33d8e353	P-1949	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	PIPE-W-88,9x3,6-ST37.0	Steel St 37.0	MISC			-5588	31483	2496	1577	1577	N/A	N/A	80 mm	11.938	N/A	N/A	N/A	N/A	641-BL01	N/A	641	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
00b7b1cd-35d6-4e84-9916-124fe53985dd	TRAY-C-U02-0233	Unassigned Cable Supports	PROJECT/U02/Unassigned Cable Supports	U02_Wireway_2540-4100	Units\\U02\\Electrical\\Wireway\\U02_Wireway_2540-4100.dwg	5P-09-90HB12	N/A	N/A	N/A	N/A	-830	38104	3338	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	Tray	N/A	NULL	5be1cd84-029b-4dee-b22f-eefed6b56ea4
00c06161-9557-4e5b-9d14-9e1ca931a6c6	SSI-0101-P64-P01	P64	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES13/P64	U01_FR78	Units\\U01\\Structure\\Frame\\U01_FR78.dwg	PL11	Steel Gr. A	ACME		N/A	-1702	46794	719	N/A	N/A	U01_PL11-NT001	U01_PL11	N/A	37.84	N/A	N/A	Outbd Bracket Fr.74 (S)	438222	N/A	N/A	N/A	NULL	e3ec3f0f-74ad-40fc-8595-57478187148f
00d33597-cadd-4cea-849f-12c0adf066aa	P-12802	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	615_U02_Chilled water	Units\\U02\\Piping\\615_U02_Chilled water.dwg	PIPE-18,0x1,0-WICU	Copper Cu	MISC		20mm	-6371	37999	6177	169	169	N/A	N/A	15 mm	0.081	N/A	N/A	N/A	N/A	CR01	N/A	615	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
00d4752a-cd61-41fd-afd3-a705ffeeb88f	P-7979	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	672_U02_Black and grey water TTD	Units\\U02\\Piping\\672_U02_Black and grey water TTD.dwg	ELBOW-SR-90-53x1,5-STgalv-LORO-X	Steel galv	LOROWERK			-2940	27321	3986	167	N/A	N/A	N/A	50 mm	0.4	N/A	N/A	N/A	N/A	672-GW07	N/A	672	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
00d78153-a5f0-42bf-9c5b-9b2058ec3072	P-3155	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	PIPE-W-76,1x3,6-ST37.0	Steel St 37.0	MISC			-497	34975	1233	196	196	N/A	N/A	65 mm	1.261	N/A	N/A	N/A	N/A	641-BL05	N/A	641	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
00e72cd7-b811-4074-ad68-dc7c17178a92	CONNECT DUCT 200x100-010	Unspooled HVAC	PROJECT/U01/Unspooled HVAC	610_U01_Air condition and ventilation_TD	Units\\U01\\HVAC\\610_U01_Air condition and ventilation_TD.dwg	CONNECT DUCT 200x100	Steel galv	MISC			-2816	41558	6458	60	60	N/A	N/A	N/A	0.48	N/A	N/A	N/A	N/A	EC1.4 / 153	N/A	611	NULL	f2b7e1a0-d71f-4a6b-b56f-0becf08faaaa
00fca1db-8dd1-477e-8766-81f3c7e8bc6b	P-13225	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	623_U01_Heating water	Units\\U01\\Piping\\623_U01_Heating water.dwg	PIPE-15,0x1,0-WICU	Copper Cu	MISC			-1628	43460	6239	412	412	N/A	N/A	12 mm	0.161	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	dac3d286-ab37-4023-9a85-5cb778534578
00fcd2a1-0fe3-47dc-a3d6-7ece24ce3300	COUPLING-MISC-D88.9-052	Unassigned Equipment	PROJECT/U02/Unassigned Equipment	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	COUPLING-MISC-D88.9	N/A	MISC			-4137	35250	2514	N/A	N/A	N/A	N/A	N/A	1.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7750d9dd-79a0-4346-9a01-e543081373d8
0102bb70-3e65-4cd2-84a6-2002fc03b5a2	P-12352	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	623_U01_Heating water	Units\\U01\\Piping\\623_U01_Heating water.dwg	PIPE-15,0x1,0-WICU	Copper Cu	MISC			2103	46488	6688	238	238	N/A	N/A	12 mm	0.093	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	dac3d286-ab37-4023-9a85-5cb778534578
012330ff-096a-4e47-bd9a-1b17c0e83a1e	SSI-0204-P01-P06	P01	PROJECT/U02/0204/0204-ES05/P01	U02_FR56	Units\\U02\\Structure\\Frame\\U02_FR56.dwg	PL08	Steel Gr. A	ACME		N/A	6444	33596	4209	N/A	N/A	U02_PL08-NT005	U02_PL08	N/A	2.921	N/A	N/A	Side Shell Port	46520	N/A	N/A	N/A	NULL	8bf2457c-204a-4aa3-ba49-780fb20e4258
0124a320-bcf3-4241-8873-74f8c02000af	P-963	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	672_U01_Black and grey water TD	Units\\U01\\Piping\\672_U01_Black and grey water TD.dwg	PIPE-53x1,5-STgalv-L2500-1-LORO-X	Steel galv	LOROWERK			2653	46630	6527	676	676	N/A	N/A	50 mm	1.351	N/A	N/A	N/A	N/A	672-BW01	N/A	672	NULL	dac3d286-ab37-4023-9a85-5cb778534578
0138b393-ad6a-4280-aa47-e80f56fc1676	P-6367	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	122_U01_Vent filling and sounding pipes	Units\\U01\\Piping\\122_U01_Vent filling and sounding pipes.dwg	PIPE-42,4x5,0-St 37.0	Steel St 37.0	MISC			-1600	44700	1258	2064	2064	N/A	N/A	32 mm	9.515	N/A	N/A	N/A	N/A	122-SA	N/A	122	NULL	dac3d286-ab37-4023-9a85-5cb778534578
013e5ba5-992b-4382-9bdc-1710812875cb	COUPLING-MISC-D44.5-006	Unassigned Equipment	PROJECT/U01/Unassigned Equipment	672_U01_Black and grey water TTD	Units\\U01\\Piping\\672_U01_Black and grey water TTD.dwg	COUPLING-MISC-D44.5	N/A	MISC			196	39354	2799	N/A	N/A	N/A	N/A	N/A	0.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7ae53862-bec8-42de-a6b1-ed04b3bcaeb3
013fdefb-12e2-4c59-86c3-24cb236a614a	DN 65 NON-RETURN SUCTION VALVE-006	Unassigned Equipment	PROJECT/U01/Unassigned Equipment	641_U01_Bilge and ballast	Units\\U01\\Piping\\641_U01_Bilge and ballast.dwg	DN 65 NON-RETURN SUCTION VALVE	N/A	WOLFF Armaturen			1650	44514	379	N/A	N/A	N/A	N/A	N/A	17	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7ae53862-bec8-42de-a6b1-ed04b3bcaeb3
01408eac-3d1c-4a18-8b58-d7327febde27	P-12875	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	PIPE-42,0x1,5-WICU	Copper Cu	MISC			-6219	34448	4916	72	72	N/A	N/A	40 mm	0.122	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
01434b6f-7812-4828-9069-23c6c35e48ce	P-4234	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	615_U02_Chilled water	Units\\U02\\Piping\\615_U02_Chilled water.dwg	FLANGE-100x114,3-RSt 37-2	Steel RSt 37-2	MISC		20mm	2984	26910	4984	20	N/A	N/A	N/A	100 mm	4.03	N/A	N/A	N/A	N/A	CR01	N/A	615	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
01437b83-6920-4948-86ee-8eb8690e02c0	P-3555	Unassigned Pipe	PROJECT/U02/Unassigned Pipe	632_U02_Sanitary fresh water TTD	Units\\U02\\Piping\\632_U02_Sanitary fresh water TTD.dwg	BALL-MISC-512014-DN40-FSCRW	Brass Ms	MISC		20mm	4667	35006	2444	N/A	N/A	N/A	N/A	40 mm	1.5	N/A	N/A	N/A	N/A	632-FC01	N/A	632	NULL	e6191842-d6c2-4843-924a-0d2d26e7b927
0144241f-79b0-4376-b558-02c405f46471	P-2140	PIPING	PROJECT/U01/PIPING	632_U01_Sanitary fresh water TD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TD.dwg	ELBOW-90-2416-18,0x1,0-VIEGA	Copper Cu	VIEGA			-51	41188	6616	79	N/A	N/A	N/A	15 mm	0.04	N/A	632-FH01-030	N/A	N/A	632-FH01	N/A	632	99f609a4-e845-4fe5-a6ec-b00141a0aa57	21ded010-51d2-4718-967b-9b31beef1228
0149f8b9-b052-4a92-b9a6-e3e8c086f519	P-12876	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	PIPE-15,0x1,0-WICU	Copper Cu	MISC			-6312	38382	6152	161	161	N/A	N/A	12 mm	0.063	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
01598fcf-58a6-485a-9c76-48ece33942db	P-4975	PIPING	PROJECT/U01/PIPING	632_U01_Sanitary fresh water TD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TD.dwg	PIPE-15,0x1,0-WICU	Copper Cu	MISC		20mm	2228	49313	6550	687	687	N/A	N/A	12 mm	0.268	N/A	632-FH01-002	N/A	N/A	632-FH01	N/A	632	f411a66f-e150-441d-bfbf-b0010bcbd686	21ded010-51d2-4718-967b-9b31beef1228
0168f3e5-c0e0-4279-9d27-cd8a5b9259a7	P-13015	Unassigned Pipe	PROJECT/U02/Unassigned Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	DPB-HNW-XXXXXX-DN32-FSCRW-ANG	Bronze Rg	MISC			-6096	34036	4742	N/A	N/A	N/A	N/A	20 mm - 32 mm	0.8	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	e6191842-d6c2-4843-924a-0d2d26e7b927
01a582c5-9d25-4843-b226-038fb251bb0b	SSI-0205-G05-P05	G05	PROJECT/U02/0205/0205-ES05/0205-ES04/0205-ES02/G05	U02_FR60	Units\\U02\\Structure\\Frame\\U02_FR60.dwg	PL07	Steel Gr. A	ACME		N/A	-5073	35996	6488	N/A	N/A	U02_PL07-NT001	U02_PL07	N/A	2.256	N/A	N/A	Girder 5000 Stbd (Fwd)	41057	N/A	N/A	N/A	NULL	fc55d461-cd67-4fc7-9bc9-f20312d12e5a
01a6f64c-bdeb-44ba-a882-39d5dcf8f5c2	SSI-0201-P50-S03	P50	PROJECT/U02/0201/0201-ES05/0201-ES02/P50	U02_FR59	Units\\U02\\Structure\\Frame\\U02_FR59.dwg	HP160x8	Steel Gr. A	ACME		N/A	-3993	35495	1285	1226	1226	HP160x8-014	N/A	N/A	15.547	N/A	N/A	Bhd Fr.59	N/A	N/A	Bulb Flat	N/A	NULL	8f8f114f-50ce-45fc-8e93-f23c8ac0fdbd
01b391db-1740-4eb4-acc2-ffcba4b89a2a	SSI-0106-P02-P03	P02	PROJECT/U01/0106/0106-ES10/0106-ES09/0106-ES08/0106-ES07/0106-ES04/0106-ES03/0106-ES02/P02	U01_FR70	Units\\U01\\Structure\\Frame\\U01_FR70.dwg	PL07	Steel Gr. A	ACME		N/A	67	41996	3900	N/A	N/A	U01_PL07-NT016	U01_PL07	N/A	1.273	N/A	N/A	CL Gdr	23163	N/A	N/A	N/A	NULL	4f9dd973-de5d-4578-b1eb-6cc8cf87fcfe
01bbea8e-b95e-45a2-9ff1-5bd4fc67bf53	P-8158	Unassigned Pipe	PROJECT/U02/Unassigned Pipe	542_U02_Freshwater cooling auxiliaries	Units\\U02\\Piping\\542_U02_Freshwater cooling auxiliaries.dwg	PIPE-193,7x11,0-ST37.2	Steel galv	DEFAULT			5419	30749	4109	50	50	N/A	N/A	150 mm	1.745	N/A	N/A	N/A	N/A	Deck penetrations TD	N/A	PENETRATIONS	NULL	e6191842-d6c2-4843-924a-0d2d26e7b927
01c77682-43fa-4553-a4f6-58f0b36a0357	P-12415	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	623_U01_Heating water	Units\\U01\\Piping\\623_U01_Heating water.dwg	PIPE-28,0x1,5-WICU	Copper Cu	MISC			4268	42019	6550	78	78	N/A	N/A	25 mm	0.086	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	dac3d286-ab37-4023-9a85-5cb778534578
01d595d3-d773-4df4-ab15-0a02932887b7	P-3374	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	632_U01_Sanitary fresh water TTD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TTD.dwg	FLNG-SANPRESS-2359-D42x40-1.4401	Stainless Steel 1.4401	VIEGA		20mm	-2364	41237	1620	91	N/A	N/A	N/A	40 mm	1.4	N/A	N/A	N/A	N/A	632-FF01	N/A	632	NULL	dac3d286-ab37-4023-9a85-5cb778534578
01d6ad66-252f-46fb-85f1-027f6ea83e40	SSI-0201-P65-P05	P65	PROJECT/U02/0201/0201-ES12/P65	U02_FR53	Units\\U02\\Structure\\Frame\\U02_FR53.dwg	PL07	Steel Gr. A	ACME		N/A	-570	31796	109	N/A	N/A	U02_PL07-NT001	U02_PL07	N/A	4.091	N/A	N/A	Bottom Shell Aft Port	74441	N/A	N/A	N/A	NULL	135e4b38-5ad3-45bb-a82f-a17b0310b027
01d73060-77df-48a6-9169-728778165c29	P-5100	PIPING	PROJECT/U01/PIPING	632_U01_Sanitary fresh water TD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TD.dwg	PIPE-15,0x1,0-WICU	Copper Cu	MISC		20mm	2612	44871	6550	560	560	N/A	N/A	12 mm	0.219	N/A	632-FC01-008	N/A	N/A	632-FC01	N/A	632	1f2eeb88-0734-47ec-a456-b000c2d843ba	21ded010-51d2-4718-967b-9b31beef1228
01e62925-683b-4572-9bbc-4c45b4998b26	P-2234	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	632_U01_Sanitary fresh water TTD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TTD.dwg	PIPE-SANPRESS-42,0x1,5-1.4401	Stainless Steel 1.4401	VIEGA		20mm	2374	38867	3419	3686	3686	N/A	N/A	40 mm	5.64	N/A	N/A	N/A	N/A	632-FC01	N/A	632	NULL	dac3d286-ab37-4023-9a85-5cb778534578
01ed1641-b03a-4b03-be4d-ff39a15f5fba	SSI-0201-P50-P10	P50	PROJECT/U02/0201/0201-ES05/0201-ES02/P50	U02_FR59	Units\\U02\\Structure\\Frame\\U02_FR59.dwg	PL08	Steel Gr. A	ACME		N/A	3004	35650	489	N/A	N/A	U02_PL08-NT003	U02_PL08	N/A	5.539	N/A	N/A	Bhd Fr.59	88224	N/A	N/A	N/A	NULL	8f8f114f-50ce-45fc-8e93-f23c8ac0fdbd
01f05373-f6b5-4933-9d52-bf16844ce482	SSI-0101-P97-P02	P97	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES13/P97	U01_LSEC_F74-F83 SB	Units\\U01\\Structure\\Arbitrary\\U01_LSEC_F74-F83 SB.dwg	PL08	Steel Gr. A	ACME		N/A	-1374	47029	917	N/A	N/A	U01_PL08-NT013	U01_PL08	N/A	495.466	N/A	N/A	Canted (S)	7889611	N/A	N/A	N/A	NULL	698e5706-0cbb-48d6-95c4-7f12a0b88e3d
