Part Guid	Part Name	Assembly	Full Assembly Name	Drawing	Drawing Path	Stock Name	Material	Manufacturer	Finishes	Insulations	TCG	LCG	VCG	Length	Length with Green	Nest	Nest Drawing	Nominal Size	Weight	Article Number	Spool Name	Description	Area	Branch	Stock Type	System	SpoolGUID	PRIMARY AssemblyGUID
8390b9ea-f677-4828-8dca-e376d857873b	SSI-0201-P01-S31	0201-ES02	PROJECT/U02/0201/0201-ES05/0201-ES02	U02_TT 1800	Units\\U02\\Structure\\Deck\\U02_TT 1800.dwg	HP140x8	Steel Gr. A	ACME		N/A	-2999	34206	1716	4468	4468	HP140x8-012	N/A	N/A	46.867	N/A	N/A	N/A	N/A	N/A	Bulb Flat	N/A	NULL	2c193c10-e561-4ce5-800b-ba7590276c04
83992d67-2fa0-4e26-ae12-21aae6176ae2	P-8373	Unassigned Pipe	PROJECT/U02/Unassigned Pipe	672_U02_Black and grey water TTD	Units\\U02\\Piping\\672_U02_Black and grey water TTD.dwg	PEN-114,3x3,6-L160-ST37.2	Steel galv	DEFAULT			-630	35520	4107	160	160	N/A	N/A	100 mm	1.573	N/A	N/A	N/A	N/A	Deck penetrations TD	N/A	PENETRATIONS	NULL	e6191842-d6c2-4843-924a-0d2d26e7b927
839b716a-f78a-4acf-98c3-2a7d949108c4	P-3587	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	632_U01_Sanitary fresh water TTD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TTD.dwg	TEE-RED-44,5x1,5-30,0x1,5-CuNi10Fe	Alloy of copper CuNi10Fe	MISC			-2401	41196	3368	N/A	N/A	N/A	N/A	40 mm - 25 mm	0.21	N/A	N/A	N/A	N/A	632-FC05	N/A	632	NULL	dac3d286-ab37-4023-9a85-5cb778534578
83a139c9-16d2-4015-82b4-f5ef5c5e8369	DIN 87344 SLIP-ON JOINT	Unassigned Equipment	PROJECT/U01/Unassigned Equipment	641_U01_Bilge and ballast	Units\\U01\\Piping\\641_U01_Bilge and ballast.dwg	DIN 87344 SLIP-ON JOINT	N/A	N/A			-1285	44233	1306	N/A	N/A	N/A	N/A	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7ae53862-bec8-42de-a6b1-ed04b3bcaeb3
83c11d87-c633-413c-9641-ff2f8efd8bc1	SSI-0206-P19-S02	P19	PROJECT/U02/0206/0206-ES01/0206-ES02/P19	U02_FR59	Units\\U02\\Structure\\Frame\\U02_FR59.dwg	HP160x8	Steel Gr. A	ACME		N/A	493	35495	2992	2180	2180	HP160x8-009	N/A	N/A	27.682	N/A	N/A	Bhd Fr.59 Center	N/A	N/A	Bulb Flat	N/A	NULL	bd713dcb-bf53-43ba-b001-ce030c3bbf4e
83c37ba4-237b-47ff-bd53-2cee8a9aaa08	SSI-0205-P01-P16	P01	PROJECT/U02/0205/0205-ES05/P01	U02_FR53	Units\\U02\\Structure\\Frame\\U02_FR53.dwg	PL08	Steel Gr. A	ACME		N/A	-6674	31796	5756	N/A	N/A	U02_PL08-NT005	U02_PL08	N/A	2.901	N/A	N/A	Side Shell Stbd	46195	N/A	N/A	N/A	NULL	6da53d26-103d-4916-9155-f20312471341
83c68df2-6af7-47ba-a8e4-5e52127b068c	SSI-0206-G22-P04	G22	PROJECT/U02/0206/0206-ES01/G22	U02_CL	Units\\U02\\Structure\\LngBhd\\U02_CL.dwg	PL08	Steel Gr. A	ACME		N/A	0	35555	3512	N/A	N/A	U02_PL08-NT005	U02_PL08	N/A	3.64	N/A	N/A	N/A	57966	N/A	N/A	N/A	NULL	29b8e58e-0cc0-4963-9de6-f12aff064f06
83c922a7-1679-4231-9c7f-671c0947c5ee	SSI--U01-P04	U01	PROJECT/U01	U01_MD_STIFF	Units\\U01\\Structure\\Deck\\U01_MD_STIFF.dwg	PL10	Steel Gr. A	ACME		N/A	500	500	-5	N/A	N/A	N/A	N/A	N/A	78.5	N/A	N/A	N/A	1000000	N/A	N/A	N/A	NULL	01a8c91e-df63-4dbd-9216-5536ce7691a6
83caab9c-bfc6-4ddc-a268-1f3b40a9d0b3	P-462	Unassigned Pipe	PROJECT/U02/Unassigned Pipe	632_U02_Sanitary fresh water TTD	Units\\U02\\Piping\\632_U02_Sanitary fresh water TTD.dwg	SDNR-MISC-110979-DN40-FL	Bronze Rg	MISC		20mm	1893	34830	2866	N/A	N/A	N/A	N/A	40 mm	9.5	N/A	N/A	N/A	N/A	632-FC01	N/A	632	NULL	e6191842-d6c2-4843-924a-0d2d26e7b927
83cbdecb-257f-484c-9e19-494dd053fabf	SSI-0206-G07-P04	G07	PROJECT/U02/0206/0206-ES03/0206-ES04/0206-ES06/G07	U02_FR52	Units\\U02\\Structure\\Frame\\U02_FR52.dwg	PL07	Steel Gr. A	ACME		N/A	3497	31267	3944	N/A	N/A	U02_PL07-NT002	U02_PL07	N/A	1.847	N/A	N/A	Girder Fr.52 Port	33604	N/A	N/A	N/A	NULL	bb402d69-29e8-45fd-bb97-8946c852c47c
83d07d85-3ef9-4ea5-832a-6cd28a0be7a0	P-4606	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	632_U02_Sanitary fresh water TTD	Units\\U02\\Piping\\632_U02_Sanitary fresh water TTD.dwg	ELBOW-45-2426-22,0x1,0-VIEGA	Copper Cu	VIEGA		20mm	-4088	35319	3906	67	N/A	N/A	N/A	20 mm	0.04	N/A	N/A	N/A	N/A	632-FH01	N/A	632	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
83d0bcd0-c747-44ea-8332-b8490e6fb943	P-4586	SPOOLS	PROJECT/U02/SPools	522_U02_Fuel oil filling transfer & overflow system	Units\\U02\\Piping\\522_U02_Fuel oil filling transfer & overflow system.dwg	ELBOW-90-3-88,9x3,2-St 37,0	Steel St 37.0	MISC			-450	32248	1872	29	N/A	N/A	N/A	80 mm	0.196	N/A	522-FO12-003	N/A	N/A	522-FO12	N/A	522	25b478a2-861a-4a65-8832-5da0651ba11c	2433574f-8db7-42e8-9a6a-1fa541a15d2f
83e59581-b7c6-41ed-b246-571a10a26c61	K1-101-7	P02	PROJECT/U02/0202/0202-ES08/0202-ES07/0202-ES06/P02	U02_FR47	Units\\U02\\Structure\\Frame\\U02_FR47.dwg	PL07	Steel Gr. A	ACME		N/A	5348	28204	3956	N/A	N/A	U02_PL07-NT003	U02_PL07	N/A	1.308	N/A	N/A	Tween Deck Port Fwd	23805	N/A	N/A	N/A	NULL	df9ffea4-e1d4-4ffd-8f9f-e028703c5f54
83e8e127-ba2d-4f05-a319-29ddbd5e7092	P-13280	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	623_U01_Heating water	Units\\U01\\Piping\\623_U01_Heating water.dwg	PIPE-15,0x1,0-WICU	Copper Cu	MISC			1692	40881	3905	944	944	N/A	N/A	12 mm	0.368	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	dac3d286-ab37-4023-9a85-5cb778534578
83ea4c37-3268-4da4-a975-10b41a364e7a	P-3593	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	632_U02_Sanitary fresh water TTD	Units\\U02\\Piping\\632_U02_Sanitary fresh water TTD.dwg	ELBOW-90-2416-42,0x1,5-VIEGA	Copper Cu	VIEGA		20mm	-2625	35300	3430	151	N/A	N/A	N/A	40 mm	0.3	N/A	N/A	N/A	N/A	632-FH01	N/A	632	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
83f39a23-01c8-4ea2-9471-5a66eaff7b2d	SSI-0201-P64-P01	P64	PROJECT/U02/0201/0201-ES12/P64	U02_SHELL	Units\\U02\\Structure\\Curved\\U02_SHELL.dwg	PL10	Steel Gr. A	ACME		N/A	5205	33134	1039	N/A	N/A	N/A	N/A	N/A	1374.371	N/A	N/A	Bottom Shell Aft CL	17507915	N/A	N/A	N/A	NULL	abb45c6e-957f-42b7-bf58-c6deaefbdd73
83f5bc62-cbcb-4e67-911e-54b52ff94351	SSI-0207-P01-S14	P01	PROJECT/U02/0207/0207-ES07/0207-ES06/0207-ES05/0207-ES04/P01	U02_MD 6700	Units\\U02\\Structure\\Deck\\U02_MD 6700.dwg	HP100x7	Steel Gr. A	ACME		N/A	1809	34205	6641	5602	5602	HP100x7-007	N/A	N/A	38.278	N/A	N/A	Main Deck CL	N/A	N/A	Bulb Flat	N/A	NULL	a7070107-15f4-4e5e-a225-f1feac33a354
83fd1f6c-cdd8-410b-adf3-bb65cdd92adf	P-4283	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	FLANGE-80x88,9-RSt 37-2	Steel RSt 37-2	MISC			-156	34319	2268	20	N/A	N/A	N/A	80 mm	3.79	N/A	N/A	N/A	N/A	641-BL05	N/A	641	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
840c6786-0122-4f38-ae31-1adb21ebdae2	P-1163	PIPING	PROJECT/U01/PIPING	632_U01_Sanitary fresh water TD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TD.dwg	TEE-2418-18x18x18-VIEGA	Copper Cu	VIEGA		20mm	2915	44779	6421	N/A	N/A	N/A	N/A	15 mm	0.06	N/A	632-FC01-008	N/A	N/A	632-FC01	N/A	632	1f2eeb88-0734-47ec-a456-b000c2d843ba	21ded010-51d2-4718-967b-9b31beef1228
8416fd52-ebfe-432d-9157-13d8ac736acb	SSI-0207-G08-P03	G08	PROJECT/U02/0207/0207-ES07/0207-ES06/0207-ES05/0207-ES04/G08	U02_FR48	Units\\U02\\Structure\\Frame\\U02_FR48.dwg	PL07	Steel Gr. A	ACME		N/A	79	28804	6530	N/A	N/A	U02_PL07-NT004	U02_PL07	N/A	1.593	N/A	N/A	Girder CL Aft	28982	N/A	N/A	N/A	NULL	5464e029-fe08-4e7e-9503-f1feac5c3afe
841cec95-6975-4818-85c9-a189b00db335	P-13525	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	632_U02_Sanitary fresh water TD	Units\\U02\\Piping\\632_U02_Sanitary fresh water TD.dwg	ELBOW-90-2416-15,0x1,0-VIEGA	Copper Cu	VIEGA		20mm	-4272	35133	4844	72	N/A	N/A	N/A	12 mm	0.03	N/A	N/A	N/A	N/A	632-FC01	N/A	632	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
84248d8c-2da8-48e2-9561-0a671d84e83f	P-5025	PIPING	PROJECT/U01/PIPING	632_U01_Sanitary fresh water TD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TD.dwg	PIPE-18,0x1,0-WICU	Copper Cu	MISC		20mm	2772	44779	6484	105	105	N/A	N/A	15 mm	0.05	N/A	632-FH01-009	N/A	N/A	632-FH01	N/A	632	aa89e241-1787-477e-9696-b0011a4ecf1e	21ded010-51d2-4718-967b-9b31beef1228
84557a1f-214c-4b33-b8fa-98148b0644b1	SSI-0106-P22-S01	P22	PROJECT/U01/0106/0106-ES10/0106-ES09/0106-ES08/0106-ES07/0106-ES06/P22	U01_LSEC_F74-F83 SB	Units\\U01\\Structure\\Arbitrary\\U01_LSEC_F74-F83 SB.dwg	HP200x10	Steel Gr. A	ACME		N/A	-1453	48009	2796	2290	2290	HP200x10-030	N/A	N/A	46.071	N/A	N/A	Cant Bhd (S)	N/A	N/A	Bulb Flat	N/A	NULL	477e95d0-0e62-4540-843b-16c20da98a77
845a8d37-8fc9-4596-bf29-fc5954e83fcd	P-7549	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	ELBOW-90-2216XL-76,1x2,0-VIEGA	Bronze Rg	VIEGA			2672	33438	3919	204	N/A	N/A	N/A	65 mm	0.944	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
845f08a5-deeb-422b-b969-b74c169498d6	P-12651	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	615_U01_Chilled water	Units\\U01\\Piping\\615_U01_Chilled water.dwg	PIPE-18,0x1,0-WICU	Copper Cu	MISC		20mm	-5234	45562	6493	197	197	N/A	N/A	15 mm	0.095	N/A	N/A	N/A	N/A	CR01	N/A	615	NULL	dac3d286-ab37-4023-9a85-5cb778534578
845f0a80-c0dc-4d9f-8fb5-cccc90752785	P-1896	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	542_U02_Freshwater cooling auxiliaries	Units\\U02\\Piping\\542_U02_Freshwater cooling auxiliaries.dwg	PIPE-139,7x4,0-St 37.0	Steel St 37.0	MISC			-620	27656	1455	2811	2811	N/A	N/A	125 mm	37.667	N/A	N/A	N/A	N/A	542-02-FC07	N/A	542-02	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
84624e3b-5159-4ab8-b9da-844ff839f604	P-12642	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	615_U01_Chilled water	Units\\U01\\Piping\\615_U01_Chilled water.dwg	PIPE-18,0x1,0-WICU	Copper Cu	MISC		20mm	-5723	42217	6569	798	798	N/A	N/A	15 mm	0.383	N/A	N/A	N/A	N/A	CS01	N/A	615	NULL	dac3d286-ab37-4023-9a85-5cb778534578
846c9949-b3ac-4aa6-ad1b-1aa7402dd675	HNGR-U02-0096	Unassigned Cable Supports	PROJECT/U02/Unassigned Cable Supports	U02_Wireway_4100-6700	Units\\U02\\Electrical\\Wireway\\U02_Wireway_4100-6700.dwg	9P-55024-22SH+24	N/A	N/A	N/A	N/A	2893	31721	6369	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	Tray Support	N/A	NULL	5be1cd84-029b-4dee-b22f-eefed6b56ea4
846e2667-db63-48ab-83e9-972042f0edfb	P-8383	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	542_U02_Freshwater cooling auxiliaries	Units\\U02\\Piping\\542_U02_Freshwater cooling auxiliaries.dwg	PIPE-168,3x4,5-St 37,0	Steel St 37.0	MISC			4887	30511	3053	767	767	N/A	N/A	150 mm	13.957	N/A	N/A	N/A	N/A	542-02-FC01	N/A	542-02	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
8473214d-904d-4b36-a8f8-9047df04d868	SSI-0104-P02-S11	P02	PROJECT/U01/0104/0104-ES05/0104-ES04/0104-ES03/0104-ES02/0104-ES01/P02	U01_MD 6700	Units\\U01\\Structure\\Deck\\U01_MD 6700.dwg	HP120x7	Steel Gr. A	ACME		N/A	5110	45606	6627	1751	1751	HP120x7-053	N/A	N/A	13.626	N/A	N/A	Main Deck	N/A	N/A	Bulb Flat	N/A	NULL	fd41960f-152d-4338-bcfa-6cc8ca835ffc
847af570-1fb5-4b66-a9ba-929cf0ead2db	SSI-0106-P01-P02	P01	PROJECT/U01/0106/0106-ES10/0106-ES09/0106-ES08/0106-ES07/0106-ES04/0106-ES03/0106-ES02/0106-ES01/P01	U01_TWD 4100	Units\\U01\\Structure\\Deck\\U01_TWD 4100.dwg	PL09	Steel Gr. A	ACME		N/A	0	44333	4104	N/A	N/A	U01_PL09-NT001	U01_PL09	N/A	1695.313	N/A	N/A	 Deck CL	23995936	N/A	N/A	N/A	NULL	bef2cbb3-ded3-4455-bf91-6cc8cf79f2e2
8489508c-4315-4e45-91cb-023e3b75a22c	TRAY-C-U02-0107	Unassigned Cable Supports	PROJECT/U02/Unassigned Cable Supports	U02_Wireway_4100-6700	Units\\U02\\Electrical\\Wireway\\U02_Wireway_4100-6700.dwg	7P-18-90-VI-12	N/A	N/A	N/A	N/A	3560	35059	5844	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	Tray	N/A	NULL	5be1cd84-029b-4dee-b22f-eefed6b56ea4
84964a93-f2a7-48d6-928f-bcb919b80bba	PEN-099-Pipe	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	Penetration	Penetration	PEN-168,3x4,5-L160-ST37.2	Steel galv	DEFAULT			-6342	41997	6298	166	166	N/A	N/A	150 mm	3.018	N/A	N/A	N/A	N/A	PENETRATION	N/A	PENETRATION	NULL	dac3d286-ab37-4023-9a85-5cb778534578
849e1621-0912-47a0-b0e6-f41268c7c242	P-1610	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	TEE-139,7x4,0-139,7x4,0-St 37,0	Steel St 37.0	MISC			-5033	31728	2200	N/A	N/A	N/A	N/A	125 mm	4.6	N/A	N/A	N/A	N/A	641-BL01	N/A	641	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
84a01f0a-4af1-4dec-b8e5-bd7a53b5e473	COUPLING-MISC-D60,3-031	Unassigned Equipment	PROJECT/U01/Unassigned Equipment	122_U01_Vent filling and sounding pipes	Units\\U01\\Piping\\122_U01_Vent filling and sounding pipes.dwg	COUPLING-MISC-D60.3	N/A	MISC			6407	41000	6107	N/A	N/A	N/A	N/A	N/A	0.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7ae53862-bec8-42de-a6b1-ed04b3bcaeb3
84a51254-e3d9-406d-b87f-4aa6e1e48280	P-6	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	672_U02_Black and grey water TD	Units\\U02\\Piping\\672_U02_Black and grey water TD.dwg	PIPE-57x2,0-1.4571	Stainless Steel 1.4571	MISC			-528	35602	4422	35	35	N/A	N/A	50 mm	0.095	N/A	N/A	N/A	N/A	672-GW08	N/A	672	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
84a57189-8591-4109-b830-4a8a15b13e47	SSI-0206-G03-P02	G03	PROJECT/U02/0206/0206-ES03/G03	U02_FR50	Units\\U02\\Structure\\Frame\\U02_FR50.dwg	PL07	Steel Gr. A	ACME		N/A	-78	29996	3436	N/A	N/A	U02_PL07-NT003	U02_PL07	N/A	1.469	N/A	N/A	Girder Fr.52 Port	26732	N/A	N/A	N/A	NULL	7436b38c-ad48-4feb-8041-d8a0f6157d46
84a64f32-99f2-4bfc-8d92-39769965a4f9	SSI-0107-P13-S12	P13	PROJECT/U01/0107/0107-ES06/P13	U01_FR83	Units\\U01\\Structure\\Frame\\U01_FR83.dwg	HP140x8	Steel Gr. A	ACME		N/A	-3784	49716	5094	662	662	HP140x8-035	N/A	N/A	5.938	N/A	N/A	Bhd Fr.83	N/A	N/A	Bulb Flat	N/A	NULL	80de3db0-8034-48bd-b57b-6cc8d481eb5a
84ad2f3f-c71c-42bc-ae50-9ce40be49b66	SSI-0101-P24-S04	P24	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES11/0101-ES09/0101-ES08/0101-ES06/0101-ES03/0101-ES02/P24	U01_FR73	Units\\U01\\Structure\\Frame\\U01_FR73.dwg	FB 100x10	Steel Gr. A	ACME		N/A	-2087	43742	892	975	975	FB 100X10-022	N/A	N/A	6.784	N/A	N/A	Floor Fr.73 (S)	97504	N/A	Flat Bar	N/A	NULL	95b7e681-0a1c-4c8a-8d2d-473809aad069
84bde9f1-1352-4375-a61e-14545f53dc8b	DUCT 200x155-046	Unspooled HVAC	PROJECT/U02/Unspooled HVAC	610_U02_Air condition and ventilation_TD	Units\\U02\\HVAC\\610_U02_Air condition and ventilation_TD.dwg	DUCT 200x155	Steel galv	MISC			3677	36372	6472	314	314	N/A	N/A	N/A	1.894	N/A	N/A	N/A	N/A	E5.2	N/A	611	NULL	b2e8329a-f427-4a7c-9005-b5204b958710
84c265c9-69c0-4273-ae55-e940f3913419	SSI-0205-P01-P23	P01	PROJECT/U02/0205/0205-ES05/P01	U02_FR61	Units\\U02\\Structure\\Frame\\U02_FR61.dwg	PL10	Steel Gr. A	ACME		N/A	-6877	36514	6462	N/A	N/A	N/A	N/A	N/A	1.211	N/A	N/A	Side Shell Stbd	15431	N/A	N/A	N/A	NULL	6da53d26-103d-4916-9155-f20312471341
84c560ae-8152-4227-9044-4dc04f159c04	P-4491	SPOOLS	PROJECT/U02/SPools	522_U02_Fuel oil filling transfer & overflow system	Units\\U02\\Piping\\522_U02_Fuel oil filling transfer & overflow system.dwg	ELBOW-90-3-88,9x3,2-St 37,0	Steel St 37.0	MISC			-450	31652	1962	90	N/A	N/A	N/A	80 mm	0.6	N/A	522-FO12-004	N/A	N/A	522-FO12	N/A	522	c7b0acd9-be1e-4425-bf13-5da066eb37c6	2433574f-8db7-42e8-9a6a-1fa541a15d2f
84c60212-a25c-4b89-bb9a-30247a4ea2e9	P-2647	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	PIPE-W-76,1x3,6-ST37.0	Steel St 37.0	MISC			3077	35162	2338	2219	2219	N/A	N/A	65 mm	14.287	N/A	N/A	N/A	N/A	641-BL04	N/A	641	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
84c62707-4685-415e-98db-69c2484d8dd3	P-3613	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	632_U02_Sanitary fresh water TTD	Units\\U02\\Piping\\632_U02_Sanitary fresh water TTD.dwg	ELBOW-45-2426-15,0x1,0-VIEGA	Copper Cu	VIEGA		20mm	-2246	35739	3434	59	N/A	N/A	N/A	12 mm	0.024	N/A	N/A	N/A	N/A	632-FR01	N/A	632	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
84d49c73-8c21-4bbc-8c27-9c289743b847	SSI-0105-P10-P03	P10	PROJECT/U01/0105/0105-ES06/0105-ES05/0105-ES03/P10	U01_FR70	Units\\U01\\Structure\\Frame\\U01_FR70.dwg	PL06	Steel Gr. A	ACME		N/A	-5078	42003	6538	N/A	N/A	U01_PL06-NT001	U01_PL06	N/A	2.301	N/A	N/A	Bhd Fr.70 (S)	48859	N/A	N/A	N/A	NULL	096f0c55-9f41-46c6-b643-3d0aa057c878
84d5750e-f3ba-4e93-86e4-7cda3282ef90	P-532	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	632_U02_Sanitary fresh water TTD	Units\\U02\\Piping\\632_U02_Sanitary fresh water TTD.dwg	BLKHD FLANGE-2SIDE-40x48,3-GRAD.A	Steel Gr. A	MISC		20mm	2512	35625	1939	31	N/A	N/A	N/A	40 mm	4.43	N/A	N/A	N/A	N/A	632-FC01	N/A	632	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
84d95cb8-7df2-436f-9ecb-d99c27ffb95d	P-4766	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	615_U02_Chilled water	Units\\U02\\Piping\\615_U02_Chilled water.dwg	PIPE-22,0x1,0-WICU	Copper Cu	MISC		20mm	-5489	35599	4842	1569	1569	N/A	N/A	20 mm	0.926	N/A	N/A	N/A	N/A	CR01	N/A	615	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
84d95d3c-1386-40ec-a281-147e95c88547	P-1782	SPOOLS	PROJECT/U02/SPools	522_U02_Fuel oil filling transfer & overflow system	Units\\U02\\Piping\\522_U02_Fuel oil filling transfer & overflow system.dwg	PIPE-W-114,3x3,2-ST37.0	Steel St 37.0	MISC			5361	30300	5035	1648	1648	N/A	N/A	100 mm	14.452	N/A	522-FOBS-006	N/A	N/A	522-FOBS	N/A	522	ecd9f0a3-7c14-4432-a273-5da083ec6aae	2433574f-8db7-42e8-9a6a-1fa541a15d2f
84f2a3bf-e1df-409e-9be7-91e001e7fdc9	SSI-0103-P11-P05	P11	PROJECT/U01/0103/0103-ES06/0103-ES05/0103-ES04/0103-ES03/P11	U01_TT 1400	Units\\U01\\Structure\\Deck\\U01_TT 1400.dwg	PL07	Steel Gr. A	ACME		N/A	-2691	40900	1404	N/A	N/A	U01_PL07-NT018	U01_PL07	N/A	4.043	N/A	N/A	Bhd Fr.68 (S)	73568	N/A	N/A	N/A	NULL	6ae434cd-c042-4295-96bb-6cc8c7e8f4fd
84f2e2ee-174d-4028-b989-0c8676bce028	K6-38/2P-L=1150	Unassigned Equipment	PROJECT/U02/Unassigned Equipment	542_U02_Fresh cooling water Main Engines	Units\\U02\\Piping\\542_U02_Fresh cooling water Main Engines.dwg	K6-38/2P-L=1150	N/A	BLOKSMA			5950	28200	3524	N/A	N/A	N/A	N/A	N/A	170	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7750d9dd-79a0-4346-9a01-e543081373d8
84f432fe-c214-463f-92d8-04de1d6db59d	SSI-0200-P02-P04	P02	PROJECT/U02/0200/0200-ES07/0200-ES06/0200-ES05/P02	U02_FR60	Units\\U02\\Structure\\Frame\\U02_FR60.dwg	PL11	Steel Gr. A	ACME		N/A	2623	35994	1202	N/A	N/A	U02_PL11-NT006	U02_PL11	N/A	7.087	N/A	N/A	Bottom Girder 2500 Port	82074	N/A	N/A	N/A	NULL	9e07327e-7a44-4f5b-9b50-25292d52be0c
8502b044-c51f-44e4-a323-ae6a86b0fec8	P-6111	Unassigned Pipe	PROJECT/U02/Unassigned Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	BALL-MISC-512004-DN32-FSCRW	Brass Ms	MISC			-6011	35125	5840	N/A	N/A	N/A	N/A	32 mm	1.14	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	e6191842-d6c2-4843-924a-0d2d26e7b927
850394a9-0295-4e54-92b9-ae6f8214a899	SSI-0102-P09-S03	P09	PROJECT/U01/0102/0102-ES06/0102-ES05/0102-ES04/P09	U01_FR74	Units\\U01\\Structure\\Frame\\U01_FR74.dwg	HP160x8	Steel Gr. A	ACME		N/A	3993	44305	3325	1510	1510	HP160x8-028	N/A	N/A	19.205	N/A	N/A	Bhd Fr.74 (P)	N/A	N/A	Bulb Flat	N/A	NULL	256d468a-3b57-4926-a7ab-6cc8c3adeeb4
85154eaa-f31a-415c-87e3-8e0399d0491e	SSI-0105-P04-S01	P04	PROJECT/U01/0105/0105-ES06/0105-ES05/0105-ES03/P04	U01_FR83	Units\\U01\\Structure\\Frame\\U01_FR83.dwg	HP140x8	Steel Gr. A	ACME		N/A	-4494	49714	6209	1045	1045	HP140x8-051	N/A	N/A	10.157	N/A	N/A	Bhd Fr.83 (S)	N/A	N/A	Bulb Flat	N/A	NULL	298c355c-86cb-43ca-aa2b-8e5221079487
851b2f84-ce24-466a-84d3-36fdd17a15c9	P-2650	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	641_U01_Bilge and ballast	Units\\U01\\Piping\\641_U01_Bilge and ballast.dwg	FLANGE-65x76,1-RSt 37-2	Steel RSt 37-2	MISC			1650	44422	648	18	N/A	N/A	N/A	65 mm	3	N/A	N/A	N/A	N/A	641-BL03	N/A	641	NULL	dac3d286-ab37-4023-9a85-5cb778534578
852c2df6-f8a5-403b-a27e-2d9c6c36b9bc	P-703	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	FLANGE-50x60,3-RSt 37-2	Steel RSt 37-2	MISC			-1750	37875	1960	18	N/A	N/A	N/A	50 mm	2.47	N/A	N/A	N/A	N/A	641-BL04	N/A	641	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
852df372-1222-4ff7-97e5-c2a42c36985d	P-10948	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	615_U02_Chilled water	Units\\U02\\Piping\\615_U02_Chilled water.dwg	PIPE-35,0x1,5-WICU	Copper Cu	MISC		20mm	589	36391	6500	476	476	N/A	N/A	32 mm	0.667	N/A	N/A	N/A	N/A	CR01	N/A	615	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
